index,name,synopsis,netflix,tiving
109,마이 온리 러브송,"오만 방자한 여배우 수정은 신작 드라마 촬영 현장이 자기 뜻대로 돌아가지 않자 멋대로 달아나버린다. 낡은 밴에 올라탄 그녀, 그것이 시간 여행의 시작일 줄이야.",1,0
110,애타는 로맨스,어차피 한번 보고 말 사이니까! 외로움과 분위기에 취해 낯선 남자와 하룻밤을 보낸 유미. 아무도 모르게 혼자만의 기억으로 간직하려고 했던 그날의 상대를 첫 직장에서 만나버렸다. 심지어 직장 상사로. 나 이제 어떡하면 좋지?,1,0
111,수업중입니다,학생들이 두 명씩 파트너를 이루어 데이트를 하는 대학 수업. 친절하고 다정한 선배와 짝이 된 한 학생은 마음이 흔들리기 시작한다.,1,0
112,페르소나,"재능과 개성이 넘치는 4명의 감독, 그들이 만든 4편의 작품. 그 속에서 1명의 뮤즈가 4개의 페르소나로 변신한다. 때론 귀엽게 때론 묘하게, 삶과 사랑을 이야기한다.",1,0
113,넌 내게 반했어,재능있는 뮤지션 이신은 국악을 연주하는 사랑스러운 소녀 이규원을 만나게 된 후로 현대 음악만을 추구했던 자신의 음악 세계에 변화를 느끼기 시작한다.,1,0
114,마음의 소리: Reboot,"웹툰 작가 조석의 진짜 ‘마음의 소리’는 무엇? 엉뚱한 가족, 사랑스러운 애인, 얼간이 친구들과 함께하는 파란만장한 나날이 시작된다. 새로운 배우들로 리부트 완료!",1,0
115,IDOL [아이돌: The Coup],"망돌이라 불리는 망한 걸 그룹의 멤버들. 해체를 결심하고 마지막으로 1위 도전에 나선다. 실패한 경력, 실패한 꿈에 제대로 마침표를 찍기 위해.",1,0
116,더 미라클,성격도 외모도 정반대인 이란성 쌍둥이 자매. 달라도 너무 다른 삶을 살아가던 어느 날 둘의 영혼이 뒤바뀌고 만다.,1,0
117,헤어진 다음날,인디 밴드의 리더인 유탄은 뜻하지 않게 반복되는 시간 여행을 통해 여자친구를 불행한 운명에서 구해내야만 한다. 타임 슬립을 소재로 한 판타지 로맨스.,1,0
118,맛있는 영화,"한밤중에도 잠 못 이루는 청춘, 이별을 앞둔 커플, 늘 자식 자랑이 먼저인 두 중년 여성. 3가지 소울푸드를 재료로 한 맛있는 이야기가 마음이 고픈 당신에게 따뜻한 한 끼를 선사한다.",1,0
119,마이 런웨이,자기밖에 모르는 남자 톱모델과 모델을 꿈꾸는 예쁜 소녀가 몸을 다시 뒤바꿀 방법을 찾을 때까지 상대방의 인생을 살아야 하는 처지에 놓인다.,1,0
120,비정규직 아이돌,"아이돌 제조기에 발동이 걸렸다! 잠적했던 스타 프로듀서가 복귀한 것. 구제 불능 연습생을 혼성 아이돌 그룹으로 데뷔시킨다니! 이 프로젝트, 성공하는 게 더 이상합니다?",1,0
121,YG전자,"빅뱅의 막내 승리, YG 전략자료본부실의 고문이 되다! 다 양 회장님 눈에 든 덕? 기대 가득 첫 출근, 그런데 여기 좀 이상해! YG 스타들이 총출동하는 리얼 시트콤.",1,0
122,스파크,"음악 천재와 함께 별똥별에 맞은 후 젊은 여성의 일상에는 새로운 활기가 찾아오지만, 별똥별의 부작용으로 그녀의 연애 전선에는 문제가 생기게 된다.",1,0
123,미스터 션샤인,"1871년, 한 소년이 미국 군함을 타고 조선을 떠난다. 세월이 흐르고, 미군 장교가 되어 조국으로 돌아온 남자. 격변하는 역사 속에서, 그는 운명을 뒤흔들 여인을 만난다.",1,0
124,킹덤: 아신전,비극과 배신이 삶을 덮친다. 기이하고 불길한 뭔가를 발견한다. 한순간에 가족과 동족을 잃은 여인. 오직 복수를 꿈꾸며 살아온 그녀가 짙은 어둠을 마주한다. 《킹덤》의 스페셜 에피소드.,1,0
125,우리들의 블루스,"사랑은 달콤하면서도 씁쓸하고, 인생은 좋을 때도 슬플 때도 있는 법. 바쁘게 돌아가는 섬 제주에서 하루하루 살아가는 우리들의 이야기가 펼쳐진다.",1,0
126,소년심판,"지방법원 소년부의 엄정한 판사. 복잡다단한 사건들을 다루며, 소년범에 대한 반감, 정의와 형벌에 대한 굳건한 신념 사이에서 균형을 잡아간다.",1,0
127,그 해 우리는,"고등학교 시절, 연수와 웅은 둘의 일상을 공개한 다큐멘터리를 찍었다. 그로부터 10년 후, 각자의 길을 간 두 사람은 어디서 무얼 하고 있을까? 고등학교 시절 촬영한 다큐멘터리가 역주행하며 화제가 됐다. 서로 안 좋게 헤어졌건만, 어쩔 수 없이 다시 카메라 앞에 선 두 사람. 그렇게 서로의 삶에 다시 모습을 드러내기 시작한다.",1,0
128,사랑의 불시착,"뜻밖의 돌풍은 행운일까, 불운일까. 패러글라이딩 사고로 북한에 불시착한 재벌 딸. 그곳에서 깐깐한 북한군 장교를 만난다. 이 와중에 피어오르는 낯선 감정은 뭐지?",1,0
129,한사람만,살인 사건에 얽히게 된 살인청부업자. 죽기 전에 각자 한 사람씩 죽이기로 한 시한부 여성 셋을 만나게 된다.,1,0
130,D.P.,탈영병을 잡는다. 이등병 준호에게 떨어진 새로운 임무. 그는 탈영병들을 추적하며 지독하게 고통스러운 현실을 마주한다. 그리고 아무리 도망쳐도 벗어날 수 없다는 것도 알게 된다.,1,0
131,나의 해방일지,어른이 된 후 매일매일 되풀이되는 단조로운 일상에 지친 세 남매. 한없이 평범한 삶 속에서 특별한 성취와 자유를 찾아 나선다.,1,0
132,내 아이디는 강남미인,성형 사실을 아빠에게 밝힌 미래. 학교에선 웬 선배가 마구 들이댄다. 게다가 도경석이랑은 왜 자꾸 엮이는 건지. 내 과거를 아는 이 녀석 때문에 대학 생활도 망하면 어쩌지?,1,0
133,모범가족,돈이 절실히 필요한 대학 강사가 우연히 마약 조직의 거금을 손에 넣는다. 파탄 직전에 이른 가족을 구할 유일한 방법은 이제 마약 운반책이 되는 것뿐이다.,1,0
134,좋아하면 울리는,"누가 내 좋알람을 울려줄까? 설레는 친구들과 달리 조조의 하루는 고단하고 바쁘다. 미국에서 돌아온 선오는 곧바로 혜영을 찾아가지만, 낯선 친구의 모습을 보게 된다.",1,0
135,지금 우리 학교는,좀비 바이러스 발생의 시발점이 된 고등학교. 이곳에 갇힌 학생들은 필사적으로 탈출구를 찾아야만 한다. 그렇지 않으면 감염되어 좀비가 될 뿐.,1,0
136,오징어 게임,빚에 쫓기는 수백 명의 사람들이 서바이벌 게임에 뛰어든다. 거액의 상금으로 새로운 삶을 시작하기 위해. 하지만 모두 승자가 될 순 없는 법. 탈락하는 이들은 치명적인 결과를 각오해야 한다.,1,0
137,이 구역의 미친 X,분노조절장애 때문에 미칠 지경인 남자. 강박과 망상 때문에 미칠 지경인 여자. 이 두 사람이 하필 이웃에 산다. 게다가 같은 정신과 의사에게 상담받고 있다니? 조용히 살긴 글렀네!,1,0
138,인간수업,"학교 안에서는 모범생, 학교 밖에서는 영리한 범죄자. 그의 비밀스러운 이중생활은 완벽했다. 같은 반 친구가 그의 위험한 사업에 관심을 갖기 전까지는.",1,0
139,마이 네임,최악의 생일이었다. 생일을 축하해주러 찾아온 아빠의 죽음을 눈앞에서 목격한 윤지우. 복수에 혈안이 된 그녀는 무모한 행동도 서슴지 않는다. 범인을 찾을 가능성만 있다면.,1,0
140,모범형사2,"돈도 빽도 없지만, 형사라는 자부심 하나로 사는 인천서부서 모범형사들이 다시 뭉쳤다. 나쁜놈은 잡고 억울한 사람은 풀어준다. 그 생각 하나로 똘똘 뭉쳐, 억울한 피해자의 무죄를 끌어내 진범을 잡아냈던 강도창, 오지혁. 연쇄살인 속에 숨겨진 또 다른 진실을 파헤친다. 때론 정의가 패배하고, 사람들은 냉혹한 현실에 좌절하지만 믿고 싶다. 아니 믿는다. 정의만큼 강한 무기는 없다!",0,1
141,환혼,"역사에도 지도에도 존재하지 않은 대호국을 배경으로, 영혼을 바꾸는 ′환혼술′로 인해 운명이 비틀린 주인공들이 이를 극복하고 성장해가는 판타지 로맨스 활극",0,1
142,조선 정신과의사 유세풍,"침 못 놓는 천재 의원 유세풍, 이상하고 아름다운 계수의원에서 반전과부 서은우, 괴짜 스승 계지한을 만나 심의로 거듭난다. 아픈 자들에겐 따뜻한 처방을, 나쁜 놈들에겐 통쾌한 한방을 날리는 조선시대 정신과의사들의 행복 처방전!",0,1
143,개미가 타고 있어요,"미스터리한 모임 속 다섯 명의 개미(개인 주식 투자자)가, 주식을 통해 인생을 깨닫는 ′떡상기원 주식공감 드라마′",0,1
144,아다마스,"계부를 죽인 친부의 누명을 벗기기 위해 진범을 찾는 형, 그리고 살해 증거인 ′아다마스′를 찾는 동생. 둘이자 하나인, 쌍둥이 형제의 진실 추적기.",0,1
145,술꾼도시여자들,하루 끝의 술 한잔이 인생의 신념인 세 여자의 일상을 그린 본격 기승전술 드라마,0,1
146,유미의 세포들 시즌2,세포들과 함께 먹고 사랑하고 성장하는 평범한 유미(김고은 분)의 이야기를 그린 세포 자극 공감 로맨스 시즌2. 바비(박진영 분)와 새로운 사랑을 시작하게 된 유미! 유미의 한층 성숙한 사랑과 꿈을 응원하는 세포들의 이야기.,0,1
147,명천야상견도니,"씩씩하고 당당한 딩랴오랴오는 학창시절 선배인 롄거야오를 롤모델로 삼아 방송을 전공하고, 졸업 후 장샤tv의 새 PD로 발탁돼 ′장샤 소식′이라는 민생 프로그램을 책임지고 있다. 그러던 중 우연찮게 딩랴오라오와 동생 딩만의 집에 롄거야오와 장칸이 하우스메이트로 들어오게 된다. 딩랴오랴오는 약제학박사 장칸과 일적으로 자주 호흡을 맞추며 티격태격 서로에게 호감을 갖게 되고, 태권도 사범 딩만과 롄거야오는 서로 짝사랑을 하다가 달달한 연애를 시작한다.",0,1
148,괴이,"저주 받은 불상이 나타난 마을에서 마음속 지옥을 보게 된 사람들과, 그 마을의 괴이한 사건을 쫓는 초자연 스릴러",0,1
149,응답하라 1988,"쌍팔년도 쌍문동, 한 골목 다섯 가족의 왁자지껄 코믹 가족극 <응답하라1988>",0,1
150,지구에 떨어진 사나이,천재 과학자 ′저스틴 폴스′를 찾아 자신의 종족을 지켜내야하는 중요한 임무를 가지고 지구에 떨어진 외계인 ′패러데이′ 모두를 위해 외계인 ′패러데이′는 먼저 ′인간′ 이 되기 위해 노력해야한다.,0,1
151,유미의 세포들,세포들과 함께 먹고 사랑하고 성장하는 평범한 유미(김고은 분)의 이야기를 그린 세포 자극 공감 로맨스,0,1
152,악의 꽃,14년간 사랑해 온 남편이 피도 눈물도 없는 연쇄살인마로 의심된다면? 사랑마저 연기한 남자 희성과 그의 실체를 의심하기 시작한 아내 지원. 외면하고 싶은 진실 앞에 마주 선 두 사람의 고밀도 감성 추적극이 시작된다.,0,1
153,검색어를 입력하세요 WWW,"트렌드를 이끄는 포털사이트, 그 안에서 당당하게 일하는 여자들과 그녀들의 마음을 흔드는 남자들의 리얼 로맨스",0,1
154,환혼: 술사 일지,환혼 술사일지,0,1
155,슬기로운 의사생활 시즌2,"누군가는 태어나고 누군가는 삶을 끝내는 인생의 축소판이라 불리는 병원에서, 평범한 듯 특별한 하루하루를 살아가는 사람들과 눈빛만 봐도 알 수 있는 20년지기 친구들의 케미스토리를 담은 드라마",0,1
156,라이프 온 마스,"꿈인지 현실인지 알 수 없는 1988년, 기억을 찾으려는 2018년 형사가 1988년 형사와 만나 벌이는 신나는 복고 수사극",0,1
157,환혼: 술사들의 이야기,환혼 술사들의 이야기,0,1
158,친애적의기군,"보름달이 뜨던 날 밤, 오족 성녀 미칠칠은 물에 빠져 죽은 의기왕의 측비 추청리의 몸에 들어간다. 내가 저 폭군 여오의 측비라고? 사라진 성녀 란서를 찾아 오심도로 돌아가려는 미칠칠의 앞에 험난한 여정이 펼쳐진다.",0,1
159,응답하라 1994,"2013년 가을, [응답하라]가 돌아온다. 1997년 배경을 전면에 내새워 90년대를 제대로 추억하게 했던, 대한민국 응칠앓이로 들썩이게 했던 [응답하라 1997] 두 번째 이야기! 이번엔 1994년이다. X세대와 신세대가 젊음의 상징이었고 그 발칙한 신인류에게도 디지털보단 아날로그 소통이 익숙했던 그 때, 20세기에서 가장 다사다난했던, 1994년으로 돌아간다. 길보드 차트에선 김건모의 노래가 흘러나오고 농구장은 오빠 부대 함성으로 가득 찼었던 그 시절, 486486삐삐 호출 메시지에 밤 새 잠을 뒤척이고 캠퍼스엔 토익 점수보단 낭만이, 학점보단 꿈이 우선이었던 1994년! [응답하라 1994]여! 또 다시 응답하라!",0,1
160,오 나의 귀신님,′내 안에 음탕한 처녀 귀신이 산다!′ 음탕한 처녀 귀신에 빙의 된 소심한 주방 보조 ′나봉선′과 자뻑 스타 셰프 ′강선우′가 펼치는 응큼발칙 빙의 로맨스,0,1
161,[무삭제판] 해피니스,선악으로 나뉜 두 명의 복제 인간과 딸을 납치당한 형사의 이야기를 다룬 복제인간 추격 스릴러 드라마,0,1
162,어느 날 우리 집 현관으로 멸망이 들어왔다,선악으로 나뉜 두 명의 복제 인간과 딸을 납치당한 형사의 이야기를 다룬 복제인간 추격 스릴러 드라마,0,1
163,응답하라 1997,가짜 뉴스가 범람하는 세상에서 오직 팩트를 통해 진실을 밝히고자 하는 탐사보도팀 ′아르곤′의 치열한 삶을 그려낸 드라마,0,1
164,신석연,"그의 스캔들, 그녀의 스토리 tvN 10주년 특별기획 <굿와이프>",0,1
165,낮과밤,"의문의 연쇄 예고 살인, 비극은 28년 전 시작되었다. 미스터리한 살인 사건을 쫓는 형사들. 그들은 28년 전 한 마을에서 일어난 의문의 사건과 마주하고, 함께 그 비밀을 파헤친다. 눈부시게 어두운 진실, tvN <낮과 밤>",0,1
166,로맨스가 필요해 2012,"33살 동갑내기 세 여자의 사랑과 결혼, 일과 우정 등을 그린 로맨틱 코미디 드라마",0,1
167,구미호뎐,도시에 정착한 구미호와 그를 쫓는 프로듀서의 판타지액션로맨스,0,1
168,해피니스,"감염병이 일상화된 뉴노멀 시대, 고층을 일반 분양으로 저층을 임대주택으로 나눈 대도시 신축 아파트에서 벌어지는 계급 간 차별과 은근한 신경전을 그린 드라마",0,1
169,하늘에서 내리는 일억개의 별,"“인간도 아니야, 너는!” “뭘 느껴야 하는데요? 내가 적어도 조금이라도 사람이면?” 어차피 인간 따위 관심 없다. 인간이란 거 좋아하지도 믿지도 않는다. 이 세상, 아무리 둘러봐도 탐나는 게 없다. 잃어버릴까 두려운 것도 없다. 그러던 어느 날 한 여자가 말한다. “약속해. 좋은 사람이 되겠다고.” 좋은 사람이 되라고? 사람이 무엇인지도 모르는데 하물며 좋은 사람이 되라니, 어떻게? 하지만 그러겠다고 말한다. 뭔지는 모르지만, 그녀가 원하는 것이 되고 싶다. 그래서 결국 남자는 사람이 된다. 좋은 사람까지는 모르겠지만 적어도 분명 자기가 사람임은 깨닫게 된다는, 그런 이야기이다. 탐나는 게 아무것도 없던 사람에게 세상 무엇과도 바꿀 수 없이 소중한 것이 생겨나는 이야기, 누군가에게는 너무 당연해서 아무것도 아닐, 그 작고 소박한 마음을 품는 것이 또 다른 누군가에게는 얼마나 어렵고 소중한 것인지를 새삼 깨닫게 하는 이야기. 모든 것을 잃은 밤, 이들의 찬란한 사랑이 쏟아져 내린다!",0,1
170,보이스4,범죄 현장의 골든타임을 사수하는 112 신고센터 대원들의 치열한 기록을 그린 소리 추격 스릴러. 초청력으로 잔혹한 범죄를 저지르는 살인마의 등장! 자신과 같은 능력을 가진 범죄자로 인해 궁지에 몰린 보이스 프로파일러와 타협을 불허하는 원칙주의 형사의 새로운 골든타임 공조가 시작된다.,0,1
171,보이스 3,범죄 현장의 골든타임을 사수하는 112 신고센터 대원들의 치열한 기록을 그린 소리 추격 스릴러. 뛰어난 청력으로 범인을 추격하는 보이스 프로파일러와 악한 본능이 깨어난 형사가 사이버 범죄 ′다크 웹′ 배후의 초국가적 악의 카르텔과 맞서 싸우는 과정을 그린다.,0,1
172,청춘시대 2,"외모부터 성격, 전공, 남자 취향, 연애 스타일까지 모두 다른 5명의 매력적인 청춘들이 셰어하우스 벨에포크에 모여 살며 벌어지는 청춘셰어라이프, 1년 후",0,1
173,롯폰기 클라쓰,절망의 늪에 몰린 청년이 복수를 다짐하며 돈과 권력을 휘두르는 거대 기업에 굴하지 않고 동료와 함께 맞서 나가는 이야기.,0,1
174,마우스,"자타 공인 바른 청년이자 동네 순경인 정바름(이승기)과 어린 시절 살인마에게 부모를 잃고 복수를 향해 달려온 무법 형사 고무치(이희준)가 사이코패스 중 상위 1 퍼센트로 불리는 가장 악랄한 프레데터와 대치 끝, 운명이 송두리째 뒤바뀌는 모습을 그려낸 본격 인간헌터 추적극",0,1
175,악마판사,"가상의 디스토피아 대한민국, 전 국민이 참여하는 라이브 법정 쇼와 함께 등장한 ′악마판사′ 강요한. 그는 모두가 원하는 영웅인가, 법관의 가면을 쓴 악마인가?",0,1
176,별똥별,"하늘의 별과 같은 스타들의 뒤에서 그들을 빛나게 하기 위해 피, 땀, 눈물을 흘리는 사람들의 리얼한 현장 이야기를 그린 로맨틱 코미디",0,1
177,청춘시대,"외모부터 성격, 전공, 남자 취향, 연애 스타일까지 모두 다른 5명의 매력적인 여대생이 셰어하우스에 모여 살며 벌어지는 유쾌하고 발랄한 청춘 동거드라마",0,1
178,이가인지명,그렇게 우리는 가족이 되었다 <이가인지명>,0,1
179,장미맨션,"사라진 언니를 찾기 위해 돌아오고 싶지 않던 집에 온 지나가 형사 민수와 함께 수상한 이웃들을 추적하면서 예상치 못한 진실을 마주하게 되는 미스터리 스릴러 총 12부작. 1~4화 (5/13), 5~8화 (5/20), 9~12화 (5/27) 공개",0,1
180,런 온,"서로 다른 세계에 살던 사람들이 각자의 언어로 소통하고 관계를 맺으며, 사랑을 향해 ′런 온′하는 로맨스 드라마",0,1
181,내 아이디는  강남미인,"어릴 적부터 ′못생김′으로 놀림을 받았고, 그래서 성형수술로 새 삶을 얻을 줄 알았던 여자 ′미래′가 대학 입학 후 꿈꿔왔던 것과는 다른 캠퍼스 라이프를 겪게 되면서 진짜 아름다움을 찾아가는 예측불허 내적 성장 드라마 새 얼굴이면 새 삶이 펼쳐질 줄 알았건만! 못생겼다는 놀림에서 해방되려 성형 수술을 했지만, 이젠 자연 미인이 아니라 조롱받는다. 난 결코 평범해질 수 없는 운명일까. 스무 살 청춘의 설상가상 외모 트라우마 탈출기, 지금 시작됩니다!",0,1
182,이브,"13년의 설계, 인생을 건 복수. 대한민국 0.1%를 무너뜨릴 가장 강렬하고 치명적인 고품격 격정멜로 복수극",0,1
183,날씨가 좋으면 찾아가겠어요,"서울 생활에 지쳐 북현리로 내려간 해원이, 독립 서점을 운영하는 은섭을 다시 만나게 되며 펼쳐지는 가슴 따뜻한 힐링 로맨스",0,1
184,써치,"최전방 비무장지대에서 벌어진 미스터리한 실종과 살인사건, 그 비밀을 밝히기 위한 최정예 수색대의 사투를 그린 밀리터리 스릴러",0,1
185,디데이,절망적인 재난 상황 속에서 생명과 신념을 위해 활약하는 DMAT와 구조대 그리고 그 안에서 피어나는 인간애와 생명의 소중함을 다룬 드라마,0,1
186,38 사기동대,"세금 징수 공무원 백성일과 사기꾼 양정도가 합심하여, 편법으로 부를 축적하고 상습적으로 탈세를 저지르는 악덕 체납자들에게 세금을 징수하는 통쾌 사기극",0,1
187,WATCHER (왓쳐),비극적인 사건으로 인해 인생이 무너진 세 남녀가 경찰 내부 비리조사팀이 되어 권력의 실체를 파헤치는 심리스릴러 드라마,0,1
188,전문중적진천천,작가 자신이 쓴 소설에 들어가 주인공의 삶을 겪는 이야기,0,1
189,"러브, 다이닝","천재적인 미각을 가진 린커쑹. 린커쑹은 동창인 쑹이란을 좋아해서 상하이까지 쫓아간다. 그리고 상하이에서 미슐랭 3 스타 셰프인 장첸판을 알게 된다. 장첸판은 린커쑹을 제자로 들여서 요리 비법을 전수한다. 두 사람은 3개월 후에 있는 요리사 대회를 함께 준비한다. 린커쑹은 천재적인 미각을 가졌지만, 요리에는 일자무식이다. 혹독한 훈련을 거쳐 본인만의 특별한 요리 기술을 터득하게 된다. 이런 과정을 통해 점점 자신감을 되찾고, 더 나은 사람으로 발전한다. 쑹이란 또한 점점 린커쑹에게 사랑을 느끼게 된다. 장첸판은 미각을 회복한다. 결국 린커쑹은 요리사 대회에서 우승을 거머쥔다. 그리고 장첸판과 사랑의 결실을 맺게 된다.",0,1
190,힘쎈여자 도봉순,선천적으로 어마무시한 괴력을 타고난 도봉순이 세상 어디에도 본 적 없는 똘끼충만한 안민혁과 정의감에 불타는 인국두를 만나면서 벌어지는 세 남녀의 힘겨루기 로맨스,0,1
191,방법,"한자이름, 사진, 소지품으로 죽음에 이르게 하는 저주의 능력을 가지고 있는 10대 소녀와 정의감 넘치는 사회부 기자가 IT 대기업 뒤에 숨어 있는 거대한 악과 맞서 싸우는 이야기",0,1
192,마녀식당으로 오세요,"대가가 담긴 소원을 파는 마녀식당에서 마녀 희라(송지효)와 동업자 진(남지현), 알바 길용(채종협)이 사연 가득한 손님들과 만들어가는 소울 충전 잔혹 판타지",0,1
193,진정령,"5대 세가가 함께 천하를 다스리고 있던 시기, 밝고 명랑한 위무선과 진중한 성격을 가진 남망기가 만나 친구가 된다. 우연한 기회로 남씨 일가가 지켜온 비밀을 알게 된 두 사람이 힘을 합쳐 사건을 해결하던 중, 위무선은 죄를 뒤집어쓰고 자취를 감춘다. 16년 후, 홀연히 나타난 위무선은 남망기와 다시 만나게 되고 복잡하게 엉켜있는 사건의 진상을 밝혀 나가기 시작하는데…",0,1
194,자백,"한 번 판결이 확정된 사건은 다시 다룰 수 없는 일사부재리의 원칙, 그 법의 테두리에 가려진 진실을 쫓는 자들을 그린 법정수사물",0,1
195,산후조리원,"회사에서는 최연소 임원, 병원에서는 최고령 산모 현진이 재난 같은 출산과 조난급 산후조리원 적응기를 거치며 조리원 동기들과 함께 성장해 나가는 격정 출산 느와르",0,1
196,경여년,"역사를 거스르는 운명, 시대를 초연하는 정의!",0,1
197,스타트렉: 스트레인지 뉴 월드,"전세계가 사랑한 <스타트렉: 디 오리지널 시리즈>, 그 이전의 이야기. <스타트렉: 디스커버리> 시리즈에서 팬들의 가장 많은 사랑을 받았던 세 크루가 새로운 시리즈로 돌아온다. 크리스토퍼 파이크 선장과 넘버원 우나, 과학 장교 스팍과 U.S.S. 엔터프라이즈호의 새로운 모험!",0,1
198,나의 별에게,"한 동안 잠잠하다 했더니, 톱스타 서준이 또 일을 쳤다. 이번엔 폭행이란다...! 그냥 스캔들과는 차원이 다른 문제였다. 윤리적인 문제도 있었고 이미지 타격도 컸다. 당분간 활동은 글렀다 생각한 필현은 서준을 다른집으로 도피시키기로 했다. 바로, 지우가 세 들어 살고 있는 그 집으로! 그러나 두 사람은 처음 본 사이가 아니었다. 그날 아침, 서준이 도로 위에서 급하게 화장실이 필요해 아무 레스토랑으로 뛰어 들어갔던 그 때, 오픈 준비를 하고 있던 쉐프가 지우였다. 자기 볼 일만 보고 그 날의 첫 요리를 버려달라고 부탁한 서준에 꽤나 기분이 상해있었는데, 집에서 본 서준은 더 최악이었다. 샤워 후 먹기 위해 냉장고에 두었던 맥주를 다 마셔버리질 않나. 집에 처음보는 매니저를 부르질 않나.. 심지어 모든 것을 돈으로 보상해준단다. ′′잘못을 했으면 사과가 먼저죠.′′ ′′그건 맥주 네 캔에 만원을 줄 때고. 나는 보통금액의 열배를 주는데?′′ 어차피 세 들어 사는 집이라, 지우에게 나가라 마라 할 권한도 없었고, 지우는 그냥 서준을 상종하지 않고 살아야겠다 다짐한다. 그러나, 낯가림이라곤 1도 없는 서준 끊임없이 지우에게 말을 걸기 시작한다. 요리를 하는 지우 옆에 와서 자신도 같이 먹자, 나 오늘 피자 먹었는데 매운 거 먹음 안돼? 뻔뻔한 말을 잘도 하는 서준. 결국 지우가 모든 것을 포기하고 술 안주, ′바지락 술찜′을 건네는데...",0,1
199,비밀의 숲2,"′′침묵을 원하는 자, 모두가 공범이다.′′ 검경 수사권 조정 최전선의 대척점에서 다시 만난 고독한 검사 황시목(조승우)과 행동파 형사 한여진(배두나)이, 은폐된 사건들의 진실로 다가가는 내부 비밀 추적극",0,1
200,또 오해영,′′모든 것은 오해로 시작되었다!′′ ′오해영′이라는 동명이인의 두 여자와 그들 사이에서 미래를 보기 시작한 남자 ′박도경′이 미필적 고의로 서로의 인생에 얽혀가는 동명 오해 로맨스,0,1
201,특수사건 전담반 TEN,특수사건전담반 TEN,0,1
202,타인은 지옥이다,상경한 청년이 서울의 낯선 고시원 생활 속에서 타인이 만들어낸 지옥을 경험하는 미스터리 (19세 무삭제판),0,1
203,CSI 라스베가스 시즌3,라스베가스에서 일어나는 불가사의의한 사건들을 해결하는 과학수사 드라마로 범죄현장에서 증거를 채취하고 과학적인 분석을 통해 범죄를 풀어가는 열정적인 과학수사대팀의 긴장감 넘치는 이야기.,0,1
204,그래서 나는 안티팬과 결혼했다,누구나 한 번쯤 상상하는 일이 이루어졌다. K-POP 톱스타와 24시간 밀착 동거 리얼리티. 그러나…… 나는 그의 안티팬이다!,0,1
205,번외수사,"수단 방법 가리지 않고, 범인 잡는 꼴통 형사와 한 방을 노리는 열혈PD를 앞세운 다섯 아웃사이더들의 범죄소탕 오락액션",0,1
206,터널,그 놈을 잡으러 30년을 뛰어넘었다! 운명과 시간이 교차하는 곳 <터널>,0,1
207,유리미인살,어릴때부터 여섯가지 감각에 문제가 있었던 소양파 장문의 둘째딸 선기는 게으르고 무공도 높지 않지만 언니인 영롱을 도와 정문에서 각 파에서 온 제자들을 환대하는 역할을 하다가 이택궁의 제자 사봉에 의해 구해지게 된다. 선기는 우연히 주운 명패를 보고 우사봉과 자신의 생년월일이 같음을 알게 되는데…,0,1
208,CSI 뉴욕,"CSI: Crime Scene Investigation의 3번째 스핀오프 시리즈로, 세계 최대의 도시 뉴욕을 배경으로 하는 범죄 수사 드라마이다. 기존의 CSI와 마찬가지로 고도의 의학 기술 및 과학 지식을 활용하여 범죄를 해결해 나가며, <랜섬>, <포가튼> 등에서 완숙한 연기를 보여주었던 게리 시니즈가 주연을 맡았다. 6명의 수사관 모두가 각자의 영역에서 최고로 인정 받는 전문가들이며, 매 사건 해결과정에서 나타나는 각각의 개성과 실력은 흥미와 더불어 감탄을 자아내기에 충분하다.",0,1
209,특수사건 전담반 TEN 2,검거 확률 10% 미만의 강력 범죄를 파헤치는 특수사건 전담반의 활약을 그린 정통 범죄 수사드라마,0,1
210,링크,"18년 만에 다시 시작된 링크, 한 남자가 낯선 여자의 온갖 감정을 느끼며 벌어지는 감정공유 판타지 로맨스",0,1
211,보이스 2,"놓치지 말아야 할 소리, 보이스2",0,1
212,간 떨어지는 동거,999살 구미호 신우여와 쿨내나는 99년생 요즘 인간 이담이 구슬로 인해 얼떨결에 한집 살이를 하며 펼치는 비인간적 로맨틱 코미디,0,1
213,상견니,"연인 왕취안성의 죽음 후, 상처에서 벗어나지 못한 황위쉬안은 의미 없는 하루를 보내며 살고 있다. 그러던 어느 날, 그녀는 익명의 택배를 받고 그 안에 있는 오래된 카세트 플레이어와 테이프를 발견한다. 카세트 플레이어 속 노래를 들으며 버스를 타고 가던 황위쉬안은 과거로 타임슬립을 하게 되고, 그곳에서 천윈루라는 여고생이 되어 왕취안성과 똑같은 얼굴의 동창생 리쯔웨이를 만난다. 잠에서 깨어나 현실로 돌아온 황위쉬안은 이것이 꿈이 아니라는 사실을 깨닫고 왕취안성과 리쯔웨이의 관계를 알기 위해 다시 타임슬립을 시도하는데…",0,1
214,"괜찮아, 사랑이야",작은 외상에는 병적으로 집착하며 호들갑을 떨지만 마음의 병은 짊어지고 살아가는 현대인들의 삶과 사랑을 되짚어보는 이야기,0,1
